img_url,caption
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/US_Navy_080713-N-0998G-044_Sailors_aboard_the_amphibious_assault_ship_USS_Bonhomme_Richard_%28LHD_6%29_%28BHR%29_conduct_small_arms_qualification.jpg/220px-US_Navy_080713-N-0998G-044_Sailors_aboard_the_amphibious_assault_ship_USS_Bonhomme_Richard_%28LHD_6%29_%28BHR%29_conduct_small_arms_qualification.jpg,U.S. Navy sailors conduct small arms qualification
https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Western_Regions_1st_century_BC%28en%29.png/220px-Western_Regions_1st_century_BC%28en%29.png,The Western Regions in the first century BCE.
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Central_Asian_Buddhist_Monks.jpeg/180px-Central_Asian_Buddhist_Monks.jpeg,"Blue-eyed Central Asian monk teaching an East Asian monk. A fresco from the Bezeklik, dated to the 9th or 10th century; although Albert von Le Coq (1913) assumed the red-haired monk was a Tocharian, modern scholarship has identified similar Caucasian figures of the same cave temple (No. 9) as ethnic Sogdians, an Eastern Iranian people who inhabited Turfan as an ethnic minority community during the phases of Tang Chinese (7th-8th century) and Uyghur rule (9th-13th century)."
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Bodhidharma%2C_Porcelain%2C_Ming_Dynasty.JPG/200px-Bodhidharma%2C_Porcelain%2C_Ming_Dynasty.JPG,"A Dehua ware porcelain statuette of Bodhidharma from the late Ming dynasty, 17th century"
https://upload.wikimedia.org/wikipedia/commons/e/e4/Bodhidarma.jpg,"This Japanese scroll calligraphy of Bodhidharma reads, ""Zen points directly to the human heart, see into your nature and become Buddha."" It was created by Hakuin Ekaku (1685–1768)"
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Bodhidharma_Shaolinsi.JPG/200px-Bodhidharma_Shaolinsi.JPG,"Bodhidharma, stone carving"
https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Bodhidharma.and.Huike-Sesshu.Toyo.jpg/200px-Bodhidharma.and.Huike-Sesshu.Toyo.jpg,Dazu Huike offering his arm to Bodhidharma. Ink painting by Sesshū T�y�
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Himeji-jo-112113.jpg/220px-Himeji-jo-112113.jpg,Paint of Bodhidharma at Himeji Castle.
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Bon_Air_Hotel_Annex.JPG/250px-Bon_Air_Hotel_Annex.JPG,"The 1881–82 Stick style annex for the Bon Air Hotel, which survived the fire that destroyed the main hotel in 1889."
https://upload.wikimedia.org/wikipedia/commons/5/54/Va_1895_granite.jpg,"By 1895, <b>Bon Air</b> was under development as a resort for Richmonders, located on the Southern Railway about 8 miles (13 km) west of Manchester (which agreed to merge with the City of Richmond in 1909) and 3 miles (5 km) west of Granite in Chesterfield County, Virginia"
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bon_Air_Its_Attractions_for_Summer_Residents_-_1882_-_Map_of_Bon_Air_Virginia.jpg/220px-Bon_Air_Its_Attractions_for_Summer_Residents_-_1882_-_Map_of_Bon_Air_Virginia.jpg,"1882 map of Bon Air, showing the depot, hotel and annex, and dance pavilion, as well as the streets and undeveloped residential parcels"
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Bon_Air_Library.jpg/220px-Bon_Air_Library.jpg,Bon Air Library
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Railfest_2012_MMB_88_92032.jpg/220px-Railfest_2012_MMB_88_92032.jpg,92032 was displayed at Railfest 2012 in newly painted Europorte GBRf livery.
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Class-92-db-red-92009-dollands-moor-1.jpg/220px-Class-92-db-red-92009-dollands-moor-1.jpg,"Repainted 92009 in DB Schenker red livery at Dollands Moor, during trials over High Speed 1."
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/92033_at_Crewe_Railway_Station.jpg/220px-92033_at_Crewe_Railway_Station.jpg,"Midnight Teal liveried 92033 at Crewe Railway Station, having been moved from Brush Traction to Crewe Railway Station for testing."
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Dun_Carloway.jpg/220px-Dun_Carloway.jpg,"Dun Carloway broch, Lewis, Scotland"
https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Broch_of_Mousa_-_geograph.org.uk_-_2800.jpg/170px-Broch_of_Mousa_-_geograph.org.uk_-_2800.jpg,Broch of Mousa
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Map-brochs.png/170px-Map-brochs.png,Overview of the distribution of brochs.
https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Kilphedir_broch.JPG/220px-Kilphedir_broch.JPG,"The remains of Kilphedir broch, Sutherland, are surrounded by massive earthworks."
https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Feranach.JPG/220px-Feranach.JPG,"The remains of Feranch broch, Sutherland"
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Scotland_Glenelg_broch.jpg/220px-Scotland_Glenelg_broch.jpg,"Dun Telve broch, Glenelg"
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Caatinga.jpg/220px-Caatinga.jpg,Caatinga during the rainy season.
https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Brazil_veg_1977.jpg/220px-Brazil_veg_1977.jpg,Approximate vegetation map of Brazil. The Caatinga is brown.
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Chapada_diamantina..jpg/220px-Chapada_diamantina..jpg,"Chapada Diamantina in Bahia state, in Brazil"
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Combatente_da_Caatinga_%2826427352440%29.jpg/220px-Combatente_da_Caatinga_%2826427352440%29.jpg,Brazilian soldiers training in the caatinga.
https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Mandacaru_%28Cereus_jamacaru%29_01.jpg/210px-Mandacaru_%28Cereus_jamacaru%29_01.jpg,<i>Cereus jamacaru</i>
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Do_alto_da_montanha_-_from_the_top_mountain_-_panoramio.jpg/210px-Do_alto_da_montanha_-_from_the_top_mountain_-_panoramio.jpg,"Common rock formations in the caatinga, during the rainy season."
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Serra_das_letras%2C_estiagem%21.jpg/210px-Serra_das_letras%2C_estiagem%21.jpg,Caatinga landscape.
https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Pseudoseisura_cristata_-Paraiba%2C_Brasil-8.jpg/210px-Pseudoseisura_cristata_-Paraiba%2C_Brasil-8.jpg,"<i>Pseudoseisura cristata</i>, an endemic species."
https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Planta%C3%A7%C3%A3o_no_semi%C3%A1rido_%2816077580847%29.jpg/220px-Planta%C3%A7%C3%A3o_no_semi%C3%A1rido_%2816077580847%29.jpg,Palm plantation in the caatinga
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Caatinga_com_mais_de_40%C2%B0C_no_semi_%C3%A1rido_%E2%80%93_Glauco_Umbelino.jpg/210px-Caatinga_com_mais_de_40%C2%B0C_no_semi_%C3%A1rido_%E2%80%93_Glauco_Umbelino.jpg,<i>Prosopis juliflora</i> trees (Introduced species) occupies more and more space in the caatinga.
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Cavalcade_south_frieze_Parthenon_BM.jpg/220px-Cavalcade_south_frieze_Parthenon_BM.jpg,"Cavalcade. Block VII from the south frieze of the Parthenon, ca. 447–433 BC. (British Museum)"
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Procesion.jpg/220px-Procesion.jpg,Ceremonial entry into or departure from a town
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Chimayo_rides1.jpg/220px-Chimayo_rides1.jpg,Automobile cavalcade to El Santuario de Chimayó
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/CabalgataFiestaFloresMedell%C3%ADn.jpg/220px-CabalgataFiestaFloresMedell%C3%ADn.jpg,Medellín
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Cabalgata1.png/220px-Cabalgata1.png,Medellín
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/JUNIN_La_Oriental_001.jpg/220px-JUNIN_La_Oriental_001.jpg,Junín
https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Medici_Bank_mark%2C_Firenze%2C_Panciatichi_71.jpg/220px-Medici_Bank_mark%2C_Firenze%2C_Panciatichi_71.jpg,"The late medieval mark of the Medici Bank (Banco Medici), used for the authentication of documents. Florence, Biblioteca Nazionale Centrale, Ms. Panciatichi 71, fol. 1r."
https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Cosimo_goes_into_exile_Palazzo_Vecchio.jpg/220px-Cosimo_goes_into_exile_Palazzo_Vecchio.jpg,"Cosimo goes into exile, Palazzo Vecchio."
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Pontormo_-_Ritratto_di_Cosimo_il_Vecchio_-_Google_Art_Project.jpg/220px-Pontormo_-_Ritratto_di_Cosimo_il_Vecchio_-_Google_Art_Project.jpg,Portrait by Jacopo Pontormo; the laurel branch (<i>il Broncone</i>) was a symbol used also by his heirs
https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Cristofano_dell%27Altissimo_%28attr.%29%2C_Contessina_de%27_Bardi.jpg/220px-Cristofano_dell%27Altissimo_%28attr.%29%2C_Contessina_de%27_Bardi.jpg,"A 16th-century portrait of Contessina de' Bardi, Cosimo's wife, attributed to Cristofano dell'Altissimo."
https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/San_Lorenzo%2C_tomba_di_Cosimo_il_Vecchio.JPG/220px-San_Lorenzo%2C_tomba_di_Cosimo_il_Vecchio.JPG,"The floor tomb of Cosimo de' Medici in the Basilica of San Lorenzo, Florence."
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Donatello_-_David_-_Floren%C3%A7a.jpg/220px-Donatello_-_David_-_Floren%C3%A7a.jpg,"Donatello's <i>David</i>, a Medici commission."
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Cosimo_Pater_Patriae.jpg/220px-Cosimo_Pater_Patriae.jpg,"Cosimo <i>Pater patriae</i>, Uffizi Gallery, Florence."
https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Chestnut-breasted_Malkoha2.jpg/200px-Chestnut-breasted_Malkoha2.jpg,The chestnut-breasted malkoha is typical of the Phaenicophaeinae in having brightly coloured skin around the eye.
https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Chrysococcyx_maculatus_-_Khao_Yai.jpg/220px-Chrysococcyx_maculatus_-_Khao_Yai.jpg,"Some species, like the Asian emerald cuckoo (<i>Chrysococcyx maculatus</i>) exhibit iridescent plumage."
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Great_Lizard-cuckoo_%28Coccyzus_merlini%29%2C_cropped.jpg/170px-Great_Lizard-cuckoo_%28Coccyzus_merlini%29%2C_cropped.jpg,The great lizard cuckoo is a large insular cuckoo of the Caribbean
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Chestnut-winged_Cuckoo_in_Singapore%2C_Dec_2012%2C_by_William_Lee.jpg/220px-Chestnut-winged_Cuckoo_in_Singapore%2C_Dec_2012%2C_by_William_Lee.jpg,Chestnut-winged cuckoo in Singapore.
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Eudynamys_scolopacea_feeding.jpg/220px-Eudynamys_scolopacea_feeding.jpg,"Unlike most cuckoos, the Asian koel is mostly frugivorous."
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Reed_warbler_cuckoo.jpg/170px-Reed_warbler_cuckoo.jpg,Reed warbler raising the young of a common cuckoo
https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Pallid_Cuckoo_juv.ogv/220px--Pallid_Cuckoo_juv.ogv.jpg,A pallid cuckoo juvenile being fed by three separate foster-parent species
https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Brush_Cuckoo_Oct_2007.JPG/220px-Brush_Cuckoo_Oct_2007.JPG,"<span class=""unicode haudio""><span class=""fn""><span style=""white-space:nowrap;margin-right:.25em;""><img alt=""About this sound"" data-file-height=""20"" data-file-width=""20"" decoding=""async"" height=""11"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Loudspeaker.svg/11px-Loudspeaker.svg.png"" srcset width=""11""/></span>The call</span> <small class=""metadata audiolinkinfo"" style=""cursor:help;"">(<span style=""cursor:help;"">help</span>·<span style=""cursor:help;"">info</span>)</small></span> of the brush cuckoo"
https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Coua_caerulea_%28Blauer_Seidenkuckuck_-_Blue_Coua%29_-_Weltvogelpark_Walsrode_2013-01.jpg/220px-Coua_caerulea_%28Blauer_Seidenkuckuck_-_Blue_Coua%29_-_Weltvogelpark_Walsrode_2013-01.jpg,Blue coua (<i>Coua caerulea</i>)
https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/YellowbilledCuckoo23.jpg/220px-YellowbilledCuckoo23.jpg,Yellow-billed cuckoo (<i>Coccyzus americanus</i>)
https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/NeomorphusSalviniSmit.jpg/220px-NeomorphusSalviniSmit.jpg,Rufous-vented ground cuckoo (<i>Neomorphus geoffroyi</i>)
https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Centropus_superciliosus_-Tanzania-8.jpg/220px-Centropus_superciliosus_-Tanzania-8.jpg,White-browed coucal (<i>Centropus superciliosus</i>)
